title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Ooops! Noah Is Gone...,2015-03-26,tt3411432,326215,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.",Toby Genkel,"Callum Maloney, Dermot Magennis, Ava Connolly, Tara Flynn, Paul Tylak","Animation, Adventure, Comedy, Family","Moetion Films, Ulysses Filmproduktion, Fabrique d'images, Skyline Entertainment, Grid Animation, Studio Rakete","BE, DE, IE, LU"
Born to Be Blue,2015-09-13,tt2133196,327528,Jazz legend Chet Baker finds love and redemption when he stars in a movie about his own troubled life to mount a comeback.,Robert Budreau,"Ethan Hawke, Carmen Ejogo, Callum Keith Rennie, Stephen McHattie, Janet-Laine Green","Drama, Music","Lumanity Production, New Real Films, Hideaway Pictures, Productivity Media","CA, GB"
Arrival,2016-11-10,tt2543164,329865,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'Brien","Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",US
Dumbo,2019-03-27,tt3861390,329996,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Nico Parker","Family, Fantasy, Adventure","Tim Burton Productions, Walt Disney Pictures, Infinite Detective, Secret Machine Entertainment, British Film Commission, South Australian Film Corporation","AU, CA, GB, US"
Frozen II,2019-11-20,tt4520988,330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.","Jennifer Lee, Chris Buck","Idina Menzel, Kristen Bell, Josh Gad, Jonathan Groff, Evan Rachel Wood","Family, Animation, Adventure, Comedy, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios",US
Rogue One: A Star Wars Story,2016-12-14,tt3748528,330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen","Action, Adventure, Science Fiction",Lucasfilm Ltd.,US
Song to Song,2017-03-17,tt2062700,330947,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.",Terrence Malick,"Michael Fassbender, Ryan Gosling, Rooney Mara, Natalie Portman, Cate Blanchett","Romance, Drama, Music","FilmNation Entertainment, Waypoint Entertainment",US
Twenty,2015-03-25,tt4415016,331251,"A story about three friends who just turned twenty; an age where you can do whatever you want, love whoever you want with opportunities abroad.",Lee Byeong-heon,"Kim Woo-bin, Lee Jun-ho, Kang Ha-neul, Jung So-min, Lee Yu-bi","Comedy, Drama","Next Entertainment World, iHQ",KR
Little Women,2019-12-25,tt3281548,331482,Four sisters come of age in America in the aftermath of the Civil War.,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern","Drama, Romance, History","Columbia Pictures, Regency Enterprises, Pascal Pictures",US
A Star Is Born,2018-10-03,tt1517451,332562,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay, Rafi Gavron","Music, Drama, Romance","Warner Bros. Pictures, Live Nation Productions, Metro-Goldwyn-Mayer, Peters Entertainment, Gerber Pictures, Joint Effort",US
Ready Player One,2018-03-28,tt1677720,333339,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller","Adventure, Action, Science Fiction","Amblin Entertainment, Warner Bros. Pictures, Village Roadshow Pictures, De Line Pictures, Dune Entertainment",US
Love Live! The School Idol Movie,2015-06-13,tt3837248,333623,"Although μ's, the defending champions of the school idol tournament, plans to dissolve their group after the graduation of their senior members, they receive news that leads them to holding a concert event! The 9 girls continue to learn and grow in this new and unfamiliar world. What is the last thing that these girls can do as school idols? With the clock ticking, what kind of meaning will the μ's members find in performing the most exciting live performance?",Takahiko Kyougoku,"Emi Nitta, Aya Uchida, Suzuko Mimori, Pile, Yurika Kubo","Animation, Music, Comedy","SUNRISE, Bandai Visual, Lantis, Bushiroad, ASCII Media Works",JP
Rock Dog,2016-07-08,tt2822672,333667,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",Ash Brannon,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black, Kenan Thompson","Animation, Adventure, Comedy, Family, Music","Dream Factory Group, Reel FX Creative Studios, Mandoo Pictures, Eracme Entertainment, Summit Entertainment, Huayi Brothers Pictures, Tencent Pictures","CN, US"
Bastille Day,2016-04-22,tt2368619,333669,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia",Action,"StudioCanal, Vendôme Pictures, Anonymous Content, Anton Capital Entertainment, Canal+, TF1 Films Production","FR, GB, US"
Gold,2016-02-03,tt1800302,334524,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Stephen Gaghan,"Matthew McConaughey, Bryce Dallas Howard, Edgar Ramírez, Timothy Simons, Michael Landes","Adventure, Drama, Thriller","Living Films, Black Bear Pictures, Boies/Schiller Film Group, Hwy61",US
Captain Fantastic,2016-07-08,tt3553976,334533,"Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton","Adventure, Drama","Electric City Entertainment, Shivhans Pictures",US
Risen,2016-02-18,tt3231054,335778,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",Kevin Reynolds,"Joseph Fiennes, Peter Firth, Cliff Curtis, Tom Felton, Mark Killeen","Action, Adventure, Drama, Fantasy","Patrick Aiello Productions, Affirm Films, Columbia Pictures, LD Entertainment",US
Uncharted,2022-02-10,tt1464335,335787,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Antonio Banderas","Action, Adventure","Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions",US
Ouija: Origin of Evil,2016-10-20,tt4361050,335796,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",Mike Flanagan,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack",Horror,"Platinum Dunes, Universal Pictures, Allspark Pictures, Blumhouse Productions, Hasbro",US
Sing,2016-11-23,tt3470600,335797,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly","Animation, Comedy, Family, Music","Illumination, Universal Pictures, Fuji Television Network, dentsu","JP, US"
Indiana Jones and the Dial of Destiny,2023-06-25,tt1462764,335977,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",James Mangold,"Harrison Ford, Phoebe Waller-Bridge, Mads Mikkelsen, Boyd Holbrook, Olivier Richters","Adventure, Action",Lucasfilm Ltd.,US
Venom,2018-09-28,tt1270797,335983,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott","Science Fiction, Action","Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures","CN, US"
Blade Runner 2049,2017-10-04,tt1856101,335984,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",Denis Villeneuve,"Ryan Gosling, Harrison Ford, Ana de Armas, Dave Bautista, Robin Wright","Science Fiction, Drama","Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment","CA, GB, US"
Transformers: The Last Knight,2017-06-16,tt3371366,335988,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",Michael Bay,"Mark Wahlberg, Laura Haddock, Peter Cullen, Anthony Hopkins, Erik Aadahl","Action, Adventure, Science Fiction","Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro",US
Office,2015-09-03,tt4682562,336055,"To nab a sales manager who's at large after murdering his family, a detective investigates the man's colleagues, who seem to be hiding something.",Hong Won-chan,"Ko A-sung, Park Sung-woong, Bae Sung-woo, Kim Eui-sung, Ryu Hyun-kyung","Thriller, Mystery","Little Big Pictures, kth, Film Blossom",KR
Coin Locker Girl,2015-04-29,tt4647788,336744,"A child abandoned in a subway coin locker is sold to a ruthless and calculating loan shark and gangster boss dubbed Mother, who runs an organ-harvesting ring in Incheon’s Chinatown. Named Il-Young, the baby girl grows into Mother’s loyal right-hand enforcer and is groomed to be her eventual successor. But when Il-Young’s loyalty to Mother wavers, the clash between the two unleashes a merciless tidal wave of blood-soaked retribution and strife.",Han Jun-hee,"Kim Hye-soo, Kim Go-eun, Um Tae-goo, Park Bo-gum, Go Kyung-pyo","Drama, Thriller","Barunson, CGV Arthouse",KR
Maze Runner: The Death Cure,2018-01-10,tt4500922,336843,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Ki Hong Lee, Dexter Darden","Science Fiction, Action, Adventure, Thriller","The Gotham Group, Temple Hill Entertainment, 20th Century Fox, Oddball Entertainment",US
